0.5333,0.7486,0.2834
1.0667,1.2712,0.0647
1.6,1.6289,0.0397
2.1333,1.8392,0.0292
2.6667,2.0144,0.0249
3.2,2.1355,0.0203
3.7333,2.2257,0.0235
4.2667,2.2943,0.0237
4.8,2.3527,0.0241
5.3333,2.3954,0.0274
5.8667,2.4234,0.027
6.4,2.4468,0.0249
6.9333,2.4647,0.0248
7.4667,2.4811,0.0249
8,2.4976,0.0194
8.5333,2.5064,0.0187
