0.5333,0.347,1.3433
1.0667,4.2971,0.6926
1.6,4.9808,0.7982
2.1333,5.8646,0.5914
2.6667,6.4864,0.3647
3.2,6.8988,0.2573
3.7333,7.1678,0.2016
4.2667,7.3273,0.1445
4.8,7.3983,0.1309
5.3333,7.4472,0.1276
5.8667,7.4819,0.1177
6.4,7.512,0.1113
6.9333,7.5493,0.1081
7.4667,7.5741,0.0935
8,7.5846,0.0783
8.5333,7.5887,0.0588
9.0667,7.5916,0.053
